Respondent ID,Is there anything else you would like to share with us regarding the Award for Aspirations in Computing?,CODE
6867792542,,
6867784017,no,no
6867693386,I am honored to be selected foe this award.,comp
6867686507,nope,no
6867677163,,
6867605680,Thank you for the award. I am honored to be an honorable mention.,ty
6867596827,,
6867520975,,
6867519670,I wish there were more opportunities for high school students.,p
6867510179,,
6867506891,,
6867475332,,
6867441671,,
6867437890,,
6867429239,,
6867429163,,
6867426369,,
6867407600,NCWIT is an incredible group of women who are all doing amazing things in their communities and thus revolutionizing Technology little by little. Each and every day I am inspired by their stories of successes and failures. Thank you for helping maintain and grow this group!,ty
6867407600,NCWIT is an incredible group of women who are all doing amazing things in their communities and thus revolutionizing Technology little by little. Each and every day I am inspired by their stories of successes and failures. Thank you for helping maintain and grow this group!,in
6867401162,my shirt and gift card hasn't came in yet :/,p
6867379038,N/A,no
6867358024,,
6867327214,,
6867321774,"I love this award, it gives girls tons of confidence to keep pursuing their tech interests. ",comp
6867317264,,
6867312917,,
6867293484,,
6867278585,,
6867261533,,
6867259242,"I would like to spend more time doing these things, it really sparked my interest. ",in
6867255715,,
6867250757,,
6867242465,Just a thanks. :) ,ty
6867230003,It is a very great community that is very well run. ,comp
6867218210,"I was inspired by the amazing women who also won the regional affiliate award, and honored to be counted among them.",in
6867187455,,
6867171822,,
6867171075,I would have likely something to give to my school.,p
6867167466,,
6867166489,"Nope, I absolutely love NCWIT. Please keep doing it!",comp
6867158431,,
6867137991,,
6867137770,I wish NCWIT local affiliates could provide more internship opportunities ,ad
6867124145,"I think some people may not apply because they think it is only for students who do programming all the time or students interested in computer science/engineering.  I would not consider myself a programmer nor do I plan to study computer science/engineering. I plan to study mechanical engineering; however, computing is very important to this field too as is technology in general.  I used different types of software, such as SolidWorks (CAD system), to design certain aspects of my high school's competition robot. You might get more students interested if you made sure they realized the community is much broader than just students who program.",ad
6867114404,I wish the website was a little better put together. All the information is there but I feel like it isn't very intuitive. ,p
6867093418,no,no
6867076246,Just to thank you for giving me this community to share with and lend assistance from (and give assistance) when I need to. ,ty
6867059847,,
6867056586,,
6867042905,N/A,no
6867026710,,
6867024210,,
6867020848,,
6867019316,,
6867008816,,
6866988865,,
6866972813,I believe it needs to be advertised more. Not many students know that there in an organization they can become involved in NOW that can help them both currently and in the future. ,ad
6866953532,,
6866943489,,
6866935110,This was such a great opportunity and I am so glad I was able to participate in this event.,comp
6866933247,,
6866929744,,
6866915969,,
6866903749,,
6866897770,,
6866885822,,
6866862299,,
6866857523,,
6866707200,,
6866688940,,
6866686746,It was fun and made not only my family but also myself very proud of me ,comp
6866681621,I worked really hard trying to do all I could in technology and I was excited to apply in hopes I might get some much needed scholarship money.. but it is soo hard to make it to national level where there are monetary prizes- so why try again? I got a certificate and employers might think that’s cool but the hope for students is scholarship money. But in this competition that is so hard to get even for those whose peers would consider them highly qualified.,p
6866671182,I think application readers should be given an example/standard of who should fit in the different award categories. ,ad
6866669779,"I actually still haven't received my award and nor have the girls that go to school with me that also are supposed to have received it. Please let me know if it can be mailed to our school and I will gladly provide the address before we graduate. Also, I am very grateful for such an opportunity, it means a lot to me. Thank you!",ty
6866669779,"I actually still haven't received my award and nor have the girls that go to school with me that also are supposed to have received it. Please let me know if it can be mailed to our school and I will gladly provide the address before we graduate. Also, I am very grateful for such an opportunity, it means a lot to me. Thank you!",p
6866651731,,
6866633619,Thank you for helping to reaffirm womankind's place in the tech industry!,ty
6866633193,,
6866632761,Thank you for making this possible!,ty
6866631634,,
6866628946,Expand to a wider audience,ad
6866621583,NoPe,no
6866618607,,
6866617858,,
6866615863,,
6866612961,,
6866611752,,
6866606446,N/A,no
6866605162,No,no
6866604744,Thanks for supporting women in computing!,ty
6866602785,,
6866595779,,
6866595432,The keynote speaker was great!,comp
6866593637,,
6866592628,nope!,no
6866592233,,
6866588025,,
6866587243,nope ,no
6866586089,"I thought that National Honorable Mentions would receive different awards than the affiliate winners (at least, this is what the email said). But it seems that I got the same thing as the affiliate winner. Is there more coming?",p
6866585113,thanks for the google home!,ty
6866582630,,
6866578798,,
6866577319,,
6866575221,"No, thank you.",ty
6866574696,,
6866574491,,
6866573726,,
6866572182,"This is such an amazing community!! I have met so many new friends and colleagues, and I am so grateful for the community that you all have created.",comp
6866560827,,
6866559973,,
6866555831,I had an amazing time and enjoyed every second of this process. I can’t wait to apply again next year! ,comp
6866552864,It's a great opportunity. Thank you!,ty
6866548822,No. ,no
6866547210,Thank you!,ty
6866546021,,
6866545779,,
6866544976,,
6866541388,,
6866539733,"No, I would just like to thank you for this opportunity. I greatly appreciate it.",ty
6866538451,,
6866537037,Thank you so much for letting me be a lart of this awsome event  ,ty
6866532171,,
6866530765,,
6866522960,,
6866519438,"This award would be a lot nicer if there were a scholarship to help these girls out. As I said before, this event gets NCWIT a huge amount of recognition for promoting girls in technology, when all they do is hand out a title and ""networking opportunities.""",ad
6866519434,,
6866517248,,
6866517112,,
6866515576,,
6866512744,,
6866512410,,
6866511377,,
6866511247,,
6866509829,,
6866504550,,
6866502591,No,no
6866499644,,
6866499283,Thank you for the confidence that how given me.,ty
6866498266,,
6866498183,,
6866497501,This is a great opportunity to learn about computing and encourages STEM especially for women and young girls.  We are under-represented and NCWIt is needed!  THANK YOU.  Let's go girls!,ty
6866497501,This is a great opportunity to learn about computing and encourages STEM especially for women and young girls.  We are under-represented and NCWIt is needed!  THANK YOU.  Let's go girls!,comp
6866497240,"Not really, but great job!",comp
6866496560,,
6866495800,"I think this program is great at building a sense of community. The fact that it is centered on smart, powerful women makes it so unique. I am so glad I heard about it and hope to come back next year!",comp
6866495656,,
6866493515,,
6866492418,,
6866491607,,
6866489573,,
6866489323,n/a,no
6866487285,,
6866486981,,
6866485955,,
6866485914,,
6866485113,,
6866484904,,
6866483141,,
6866482868,,
6866481157,"I understand the certificate of distinction was a late addition this year, but I hope next year’s recipients will be able to attend an award ceremony. ",p
6866480050,Thank you very much for the space pen. I really enjoy writing with it. ,ty
6866479344,no,no
6866479008,,
6866478782,"Thank you for providing such a wonderful award, and a community with so similarly-minded women that I can collaborate with and share opportunities with.",ty
6866478454,The national award ceremony was incredible! I appreciated it so much and it truly was a once-in-a-lifetime opportunity. I also got an internship at Expedia this summer thanks to NCWIT's posts on the FB page.,comp
6866478323,,
6866477771,,
6866476405,I am very glad to have had the opportunity to participate and I hope to be apart of this community for the next 3 years of high school.,comp
6866476284,,
6866475189,"I have not received my award for 2018 National Honorable Mention. I was supposed to receive this at the Louisiana NCWIT Awards Ceremony, but I could not attend.",p
6866474600,,
6866474506,,
6866472791,,
6866472119,,
6866472108,,
6866471577,,
6866471434,,
6866471276,The regional award ceremony was a good experience. I really enjoyed the NCWIT organizer's speech than the long  panel discussion. There was some mix up with the awards and I am still waiting for my National Honorable Mention award. It would be nice to receive certificates as well that we can attach with our resumes to show proof of award.  Thank you very much for the opportunity,ty
6866471276,The regional award ceremony was a good experience. I really enjoyed the NCWIT organizer's speech than the long  panel discussion. There was some mix up with the awards and I am still waiting for my National Honorable Mention award. It would be nice to receive certificates as well that we can attach with our resumes to show proof of award.  Thank you very much for the opportunity,comp
6866471276,The regional award ceremony was a good experience. I really enjoyed the NCWIT organizer's speech than the long  panel discussion. There was some mix up with the awards and I am still waiting for my National Honorable Mention award. It would be nice to receive certificates as well that we can attach with our resumes to show proof of award.  Thank you very much for the opportunity,p
6866470910,I believe everything that i wanted to say has already been mentioned in the previous questions,no
6866467573,,
6866467335,I was really proud to be a recipient of this award and would love if it would be mailed to me or if we could find a way for it to still be sent to me. Thank you so much!,ty
6866467335,I was really proud to be a recipient of this award and would love if it would be mailed to me or if we could find a way for it to still be sent to me. Thank you so much!,p
6866466388,,
6866464649,No there is nothing else I can think of that I would like to add.,no
6866462663,,
6866462258,,
6866462210,Thanks for the award ceremony,ty
6866462008,I enjoyed the ceremony and awards,comp
6866460618,,
6866460004,NO,no
6866458952,No,no
6866458300,,
6866456087,,
6866452364,"I never got my award. I went to the ceremony and they didn’t have one for me, even though I registered. They said I would get it in the mail, but it’s been a month and still nothing.",p
6866452247,,
6866449150,,
6866447394,Russel Fraenkel should be sainted. The event was fantastic and I'm so glad I applied. The gift card was the most amazing prize. ,comp
6866446682,,
6866446638,,
6866445854,,
6866443536,,
6866435229,,
6866433436,Thank you for the opportunity. This has been a surprising and nurturing experience to apply and receive an award--best wishes to you all.,ty
6866432195,,
6866432015,,
6866430859,,
6866430415,I am very very grateful for the opportunities and for the support ,comp
6866428583,,
6866428144,You guys did a great job. Now I can motivate my self to do better than before. And my family believes me now. ,in
6866426006,,
6866425571,,
6866425426,No,no
6866423293,,
6866422994,,
6866421778,,
6866420676,,
6866417455,,
6866417307,nah,no
6866416488,,
6866416049,,
6866415359,,
6866415266,,
6866413941,,
6866411278,I just like to thank everyone in NCWIT.,ty
6866411236,,
6866409494,,
6866408591,,
6866407828,,
6866405939,Keep doing what you're doing,ad
6866405337,It's just a great opportunity for women and young women.,comp
6866404111,,
6866401120,,
6866400332,"I loved getting to meet successful women in computer science at my awards ceremony, it was very inspiring. Thank you for the award and swag bag!",ty
6866400332,"I loved getting to meet successful women in computer science at my awards ceremony, it was very inspiring. Thank you for the award and swag bag!",in
6866399086,,
6866398066,"No, thank you!",ty
6866396993,I'm begging you please give girls in rural communities more opportunities. Many of us can't even do our online homework because of poor internet speeds let alone aspire for a career in computing I guarantee you those rural girls are the ones that need you the most.,p
6866390744,,
6866389437,,
6866389416,No! Thank you!,ty
6866388286,,
6866388246,"Because I didn’t attend the ceremony for regional winners, I feel like I was left out of a lot of things. Also, the Award promised incentives (i.e. scholarship) as a winner but I feel like I didn’t receive anything",p
6866387544,,
6866387215,,
6866386246,,
6866385838,:),no
6866385318,,
6866385115,,
6866385087,It was a great experience!,comp
6866384594,I feel satisfied with the experience because my eyes have been opened to more opportunities in the computing field.,comp
6866382604,Thank you for this opportunity!,ty
6866381619,,
6866381333,,
6866380226,,
6866380152,,
6866379959,Wish I could have attended the event. Wish there were more meetings -- preferably close to where I live!,p
6866379896,n/a,no
6866378493,,
6866377859,,
6866377120,,
6866376490,,
6866376165,,
6866375846,No thank you.,ty
6866375523,,
6866375474,,
6866374167,,
6866372998,"No, I think that’s it.",no
6866371989,I would like to thank you for the opportunity. It has made me consider computing as a career. ,ty
6866371116,The AspireIT process is toooo confusing ,p
6866368843,,
6866368144,,
6866366722,,
6866365884,,
6866365570,I'm so glad that I got the chance to join this incredible community!,comp
6866365213,,
6866365054,The awards ceremonies were incredible! Thank you so much! :),ty
6866365054,The awards ceremonies were incredible! Thank you so much! :),in
6866364518,No,no
6866363992,No,no
6866363757,,
6866363408,,
6866362252,Nope. Thank you for the opportunities!,ty
6866360371,,
6866360163,,
6866359736,"Though I didn't understand the regional selection process this year, I am honored to have been recognized by the community regardless and I am very thankful to have this opportunity to meet other women in computing both of my age and in the workforce that I will keep in touch with for years to come.",comp
6866359492,,
6866359211,,
6866359032,,
6866359006,,
6866358400,,
6866358129,,
6866358071,,
6866357905,Very great program! Keep doing what you're doing!,comp
6866357381,"The staff memebers that I went back and forth with, specifically Terina-Jasmine Alladin, was beyond patience and nice to me. I felt welcomed and worthy when applying for my award. Without her, I wouldn't have applied and I'm very grateful.",comp
6866356750,"Because I did not attend the ceremony, do I still get a plaque?",p
6866355887,,
6866355192,,
6866354111,nope,no
6866353745,,
6866353681,,
6866353299,,
6866352192,,
6866352163,"I just thought that there would be a scholarship opportunity since some of the people that have received the reward are incoming college freshmen. I understand that NCWIT's scholarships are only for college students, but it would make a lot more sense since it's a pathway to college.",p
6866351757,thanks for organizing this wonderful event!,ty
6866351470,,
6866351403,This is such an amazing opportunity for young women. I feel honored to be an award recipient. Thank you so much for creating this program!,ty
6866351364,,
6866349694,,
6866349350,,
6866349312,,
6866349196,This was a wonderful opportunity that has had a big impact on me - making me realize that I need to use my education to accomplish something significant for my community and for other girls like me.,in
6866348886,,
6866348754,,
6866347589,,
6866347532,,
6866346776,Thank you so much for the opportunity! You have encouraged women everywhere and I hope you keep up with this great program/award ceremony. ,ty
6866346547,,
6866346499,,
6866346027,No,no
6866345804,The ceremony experience was amazing and really encouraging. ,comp
6866345770,,
6866345121,,
6866344380,,
6866343940,,
6866342959,No,no
6866342629,It was a great opportunity and it opened my mind to the many possibilities out there for me. ,in
6866342363,It helped me gain respect that I do know something and when I was at a job interview it impressed my new boss as well as faculty and staff at school,in
6866342185,I am a second time regional winner and this past year as part of the NCWIT community has been phenomenal. It has cemented in my mind that not only can I succeed in computing but there are peers who are ready to support me along the way.,comp
6866342185,I am a second time regional winner and this past year as part of the NCWIT community has been phenomenal. It has cemented in my mind that not only can I succeed in computing but there are peers who are ready to support me along the way.,in
6866342147,,
6866342027,,
6866342004,,
6866341704,,
6866341540,,
6866341117,,
6866341082,,
6866341042,"I would like to make a note that the Georgia regional coordinator/main contact Miss Jenifer Whitlow was an absolute joy and was more than friendly to me and my family. She made everyone at the event feel like a family, and I believe that she should be recognized for that. ",comp
6866341029,,
6866340903,"The two trophies I received were amazing. However, it's unfortunate that I did not receive money for my efforts and just a bag with a cool pen in it. At least $200 would have made me feel like a national honorable mention",p
6866340834,,
6866340674,,
6866340574,,
6866340400,Selena gomez is a role model. See if u can get her to make a statement,ad
6866340271,No.,no
6866340196,Great program. ,comp
6866340184,,
6866340068,,
6866339969,,
6866339577,,
6866339230,I will compete again and do my best,in
6866339072,Thank you bery much for the oportunities you have given!!!,ty
6866339014,,
6866338501,,
6866338472,,
6866337450,,
6866337370,Nope,no
6866337202,,
6866336885,,
6866336368,,
6866336241,No,no
6866335772,,
6866335605,,
6866335238,,
6866335186,Nope!,no
6866335137,,
6866335010,"This award means the world to me, and I would like to thank everyone for supporting and inspiring young girls like me to continue our passion for STEM. ",ty
6866334806,,
6866334181,,
6866334086,,
6866334005,,
6866333679,,
6866333639,No,no
6866333633,,
6866333464,,
6866333390,,
6866333311,"I would love for the communication of the award ceremony details to be in a single email exchange, for more clarity.",ad
6866333275,No,no
6866333152,"Even though I couldn't make it, it meant a lot for the organizers of the Maryland group to send me the package of swag that the attendees received!",comp
6866333025,,
6866332974,"Please take care of me again next year, too!!",ad
6866332928,,
6866332912,,
6866332628,,
6862737137,"I loved the award ceremony, the whole tour of the computer science building, and everything was just simply GREAT! Thank you!",comp
6862737137,"I loved the award ceremony, the whole tour of the computer science building, and everything was just simply GREAT! Thank you!",ty
6862428651,Not that I can think of.,no
6861514991,Thank you for this opportunity!,ty
6860506418,No.,no
6860352902,,
6859966929,,
6859876095,,
6859753364,"This was a great experience for me, I feel more empowered and I will be applying again next year. This has been an amazing opportunity!",in
6859643214,,
6859532415,It really had a great impact in my life and inspired me to increase my passion in computing. I look forward to having other opportunities like this again.,in
6859485681,I think you should host a hackathon for women in computing! And thank you for having me at the awards event. ,ad
6859485681,I think you should host a hackathon for women in computing! And thank you for having me at the awards event. ,ty
6859482260,,
6858955017,,
6858651820,,
6858418018,The Award for Aspirations in Computing is very inspirational. ,in
6858303413,,
6858290523,,
6858251277,,
6858241795,This really boosted my confidence because I was doubting myself and my abilities but after this I know that's computing is what I'm passionate about and I could truly see myself persuing a career in computing. ,in
6858163003,,
6857981686,Thank you so much for everything!,ty
6857951263,,
6857795023,what you are exactly looking for in the award applicants is not clear - maybe give feedback to applicants so they know how to improve ,ad
6857517769,,
6857446117,"Nope, it was a great opportunity. I loved the award.",comp
6857318540,,
6856594772,Nothing.,no
6856578888,,
6856542402,Thank you!,ty
6856517098,,
6856496957,This award and the people who devote their time to help girls like me have helped me find my place in the computer science world and because of that it has inspired me to help other girls find their place in this world.,in
6856496616,"I am so excited to be a part of this wonderful and supportive community! Can't wait to see how I can grow through all of the great opportunities provided, as well as how I can give back!",comp
6856489481,,
6856434358,"No, very grateful to receive the award!",ty
6856408978,,
6856388536,None!,no
6856343619,,
6856334797,,
6856326984,Nothing.,no
6856323115,,
6856294307,,
6856269972,,
6856229024,,
6856219385,Thank you for everything you do.,ty
6856146676,,
6856137368,I really enjoyed the NCWIT award ceremony and look forward to contributing to this community of wonderful women.  Thank you!,ty
6856137368,I really enjoyed the NCWIT award ceremony and look forward to contributing to this community of wonderful women.  Thank you!,comp
6856099638,,
6856093702,,
6856092830,,
6856059177,No.,no
6856032063,no,no
6856013385,,
6856010008,,
6855998045,"No, it was an overall great experience. ",comp
6855975994,Thank you so much for an amazing experience.,ty
6855974491,"There has been several points of confusion, my email and name were mixed up, I received an honorable mention award even though I was determined to be a award winner, the Facebook link has not worked.",p
6855951611,,
6855898661,I am very grateful nod appreciative to have received this award. ,ty
6855895885,,
6855893092,,
6855852536,,
6855851532,I am honored to have received this award.,comp
6855850638,,
6855826414,,
6855817441,,
6855808617,,
6855802756,,
6855789636,,
6855776510,No,no
6855748544,,
6855739871,,
6855732109,,
6855724992,,
6855716751,,
6855713921,,
6855708987,,
6855707936,i want to create more things for the world,in
6855703428,Thank you for the amazing opportunities!,ty
6855693489,,
6855687900,,
6855683323,,
6855682497,,
6855682110,,
6855682058,,
6855681881,I am thankful for having the opportunity to be a part of this organization.,ty
6855681692,no,no
6855680801,,
6855566875,,
6853901557,Not at the moment,no
6853855897,,
6853534018,,
6853250696,,
6853004575,Thank you for the great experience and I can't wait to join the community. ,ty
6852518729,nope,no
6851439196,"I think it is amazing and inspiring that you take into consideration the diversity of the females that attend - it is THE only prestigious event I have yet been to that accommodates the dietary need of its Muslim community - I've felt loved and accepted because of that, and I cannot thank you guys enough.",comp
6851439196,"I think it is amazing and inspiring that you take into consideration the diversity of the females that attend - it is THE only prestigious event I have yet been to that accommodates the dietary need of its Muslim community - I've felt loved and accepted because of that, and I cannot thank you guys enough.",ty
6849593476,It's helps girls who really don't have anything other than computing feel recognized,comp
6848454971,,
6847116190,,
6845640017,"Thank you so much, this program is awesome. Also, the awards were packaged very nicely when they were sent to my house.",comp
6845640017,"Thank you so much, this program is awesome. Also, the awards were packaged very nicely when they were sent to my house.",ty
6845244670,,
6845183934,,
6845022311,No,no
6844418542,,
6844337231,,
6844320576,,
6844056133,N/A,no
6844053960,This has been an honor and I encourage ever young women in technology to apply.,comp
6843424653,You're going a great job of making every awardee feel acomplished.,comp
6843238024,,
6842450672,,
6841867588,,
6840869554,I love that you guys put so much effort into making the Award Events a great experience to inspire the next generation of women in computing. Thank you again!,comp
6840869554,I love that you guys put so much effort into making the Award Events a great experience to inspire the next generation of women in computing. Thank you again!,ty
6840543388,,
6839802591,N/A,no
6839674007,It was a great honor to receive the recognition.  I am proud to be a member of the NCWIT community and will encourage others to get involved.,comp
6839550765,,
6839214629,n/a,no
6839180862,No. ,no
6839161204,,
6838817278,,
6838728689,,
6838399128,"The process for applying was very good, and the event in Richmond, VA was VERY nice. Location, food, the speaker, the structure-- all very well done. Loved the gifts and awards. Would have also been great to have had donations from the text companies themselves (maybe they were, but we did not get any branded items from Apple or Google, etc. for example.) Thanks! ",comp
6838399128,"The process for applying was very good, and the event in Richmond, VA was VERY nice. Location, food, the speaker, the structure-- all very well done. Loved the gifts and awards. Would have also been great to have had donations from the text companies themselves (maybe they were, but we did not get any branded items from Apple or Google, etc. for example.) Thanks! ",ad
6838399128,"The process for applying was very good, and the event in Richmond, VA was VERY nice. Location, food, the speaker, the structure-- all very well done. Loved the gifts and awards. Would have also been great to have had donations from the text companies themselves (maybe they were, but we did not get any branded items from Apple or Google, etc. for example.) Thanks! ",ty
6837951606,Thank you so much for offering this award. I feel like I'm making the right choice since my efforts have been recognized. ,ty
6837837551,,
6837767812,,
6837619674,,
6837614382,,
6837529261,,
6837306633,,
6837052189,N/A,no
6836781114,"Now that I am a part of the Aspirations community, I have found a passion for promoting and encouraging young girls to explore potential careers in STEM.",in
6836770354,,
6836768385,,
6836704847,,
6836681259,,
6836559163,,
6836558292,,
6836482027,,
6836424991,"As an honorable mention, I didnt feel as important as the other girls.",p
6836377190,,
6836354744,I would love if AIC could help alumni find regional free programming classes and opportunities to develop our abilities as computer scientists.,ad
6836275581,Nope,no
6836266257,,
6835876336,"No, thank you very much for this opportunity!",ty
6835041598,,
6835031612,,
6834924902,Thank you!,ty
6834920251,,
6834918952,"If it was on a weekend, I believe more girls can attend the banquet. Thank you for this opportunity!",ty
6834918952,"If it was on a weekend, I believe more girls can attend the banquet. Thank you for this opportunity!",ad
6834879758,no; thank you!,ty
6834866790,,
6834860883,,
6834844804,,
6834821909,,
6834821025,,
6834815234,I really appreciate the Aspirations in Computing program because it created a platform where individuals can communicate with each other in a friendly way and brings girl up into the light of the tech industry. ,comp
6834813949,,
6834759394,,
6834734059,N/A,no
6834733951,,
6834727631,,
6834718840,,
6834707390,,
6834698428,,
6834660731,,
6834646119,,
6834629260,This award has been so incredible. I loved attending the ceremony and I was so inspired by the talented panelists!,in
6834567035,Nope,no
6834561618,"No, thank you!",ty
6834553073,It was a very great opportunity and I would love some feedback on what I could've done better and how I could've prepared further,comp
6834553073,It was a very great opportunity and I would love some feedback on what I could've done better and how I could've prepared further,ad
6834539917,It gave me a much needed boost to my morale,in
6834536638,,
6834523351,none!,no
6834503555,Felt that the awards were inadequate compared to all that was given to national recipients. More attention was given to national award recipients instead of regional recipients (at the regional event).,p
6834487882,,
6834451100,,
6834437350,,
6834429661,,
6834425850,,
6834410672,,
6834405649,Nope. ,no
6834396987,,
6834358591,Thank you for recognizing my hard work!,ty
6834340356,N/A,no
6834313290,thank you!!,ty
6834290359,,
6834253401,The program is very nice and informative and helps young women feel good about their future career in computing or other STEM-based fields.,comp
6834248981,Thank you for recognizing women in the growing field of technology. Most of my classmates are boys and it feels nice to be connected with a group of women.,ty
6834240583,,
6834238694,"No, I love NCWIT, and as a freshman I plan to take this opportunity and use it to the fullest.",in
6834232299,,
6834219651,N/A,no
6834204253,,
6834190384,,
6834176616,"I really enjoyed the national award ceremony. It was one of the best things I've done all year. The other girls were so inspiring and sweet, and I feel encouraged that pursuing and achieving excellence is someone else's ""normal"", too.",comp
6834176616,"I really enjoyed the national award ceremony. It was one of the best things I've done all year. The other girls were so inspiring and sweet, and I feel encouraged that pursuing and achieving excellence is someone else's ""normal"", too.",in
6834176342,,
6834175492,N/A,no
6834172706,Thanks for the award. ,ty
6834172475,,
6834168932,,
6834162678,,
6834157072,No,no
6834130664,,
6834125163,,
6834085937,,
6834085478,,
6834078325,,
6834071893,Thank you for giving me this wonderful opportunity to join the Aspirations community and being a part of something bigger than myself. I look forward to years ahead,ty
6834070314,,
6834049376,,
6834038341,,
6834035777,,
6834010555,,
6834008381,,
6834003092,,
6834000788,,
6833995480,I really enjoyed the award ceremony and will definitely be applying again next year! ,comp
6833987160,,
6833982615,I enjoyed the goodies and technology merchandise as well as the trophy!,comp
6833981091,,
6833977589,,
6833951450,,
6833951038,,
6833944042,,
6833941204,No! ,no
6833938075,,
6833918046,,
6833908553,,
6833905272,,
6833901020,,
6833894457,N/A,no
6833885482,The Award for Aspirations in Computing is such an amazing event for all the girls who worked so hard to achieve it. I am so glad and proud to be a part of it every year.,comp
6833879351,,
6833876868,,
6833869785,,
6833866909,,
6833853446,Thank you so much! It was an honor to receive this award.,ty
6833853383,,
6833849976,,
6833845835,,
6833833719,,
6833831146,,
6833823972,Nope!,no
6833819406,,
6833815319,,
6833804317,I think that it is a great opportunity and I will encourage other young women to apply for it as well.,comp
6833781580,,
6833771586,,
6833765219,,
6833754836,Nope! Thank you for this opportunity!,ty
6833752273,,
6833751021,,
6833749850,I haven’t received my award package that was supposed to be shipped over a month ago. A notice for when it is shipped or it arrives could help.,p
6833747043,No ,no
6833746426,,
6833743753,No,no
6833740602,,
6833737864,Please post clear descriptions of each award level because there is some confusion at my school. ,ad
6833724475,,
6833724319,"I think that the application process is difficult in regards to getting a teacher's recommendation, especially one that knows of an applicant's expertise in computer science because in many schools that person is less available. And I know that personally, I taught myself a lot of things, so I don't really have a person who has overseen these things.",p
6833722453,,
6833718554,I think it was well done ,comp
6833714772,,
6833714498,Nah ,no
6833712451,,
6833708652,,
6833705251,I am honored to be a part of this wonderful community and all it has to offer!,comp
6833696654,,
6833694460,Thank you so much for awarding me with this award I apologize for taking so long to respond to this survey I have not been connected to the internet for some time. Have a great day.,ty
6833694033,,
6832958599,,
6832904761,,
6832881935,,
6832777712,,
6831966720,,
6831706035,,
6831387538,"I was an Regional Affiliate winner, but when I was first notified I was a winner, there was not much that told me what I had won. I looked through the website to see what I could find, but I could not find much information about it. That was my only issue, everything else was awesome!",p
6831363936,,
6831356653,,
6831179272,,
6831145652,N/A,no
6831035717,no,no
6830663238,,
6830561128,,
6830231325,Please let your award winners know when they have earned an award haha,ad
6830216662,,
6830015932,Nothing except it's a great award and you should continue to give it to girls everywhere.,comp
6829734838,,
6829502134,No ,no
6828675035,,
6828575671,Thank you for the opportunity!,ty
6828375700,No.,no
6828365143,Should I get involved in the NCWIT Facebook community?,p
6828159814,It is an awesome program and award.,comp
6828067555,,
6828039234,I just want to know why me being a winner was a big deal even though my prize was the same as honorable mentions ,p
6828019285,,
6827820524,,
6827755683,Thank you for offering this wonderful opportunity to me.,ty
6827565377,,
6827289724,No,no
6827201025,,
6827181205,It brought attention to everything I've done in computing so far. ,in
6827107223,"Nope, that's all.",no
6827097957,"Thank you to all the people in the San Antonio district as well as the National coordinators for all the effort that you put into this program to encourage young girls like me into technology. I am aware that there are too few women in STEM, and especially in Computer Science. However, awards like these are what help increase that number so that one day there will be no under-representation of girls in IT. Thank you, thank you, THANK YOU!!!",ty
6827097957,"Thank you to all the people in the San Antonio district as well as the National coordinators for all the effort that you put into this program to encourage young girls like me into technology. I am aware that there are too few women in STEM, and especially in Computer Science. However, awards like these are what help increase that number so that one day there will be no under-representation of girls in IT. Thank you, thank you, THANK YOU!!!",comp
6827083663,Thank you for creating this wonderful program.,ty
6827047776,Thank you for such a wonderful opportunity! I can't wait to apply again next year!,ty
6826951072,I greatly appreciate this community of women in computing because I am one of two girls in my computer science classes of about 15.,ty
6826902889,,
6826797714,I am extremely grateful for the award and appreciate all your time and effort,ty
6826420798,,
6826223372,no,no
6826059301,nope! that's it,no
6826045886,I think we should get more award pieces so that we can keep one and then give one to a school we attended,ad
6825989478,,
6825988133,,
6825933604,,
6825898081,It is an amazing experience! I really love the NCWIT community and opportunities. Excited to lead an AspireIT Program!,comp
6825820874,Regional affiliate is not doing what national affiliate has on website.,p
6825797581,,
6825701369,,
6825593197,Nope!,no
6825458830,"I am grateful that I was given the opportunity to be able to join this community were girls like me are encouraged to continue to get a better education in whatever job they'd like, especially in computing.",comp
6825422381,,
6825382646,,
6825325058,,
6825305766,I feel lucky to be part of this.,comp
6825292761,,
6825266794,,
6825184407,The Award for Aspirations in Computing opened many doors for my future careers and allowed me to meet other girls who had the same aspirations as I do and feel honored to have received this award and entered such an amazing community of intelligent and innovative women.  ,comp
6825134497,,
6825112834,,
6825090446,,
6825049734,,
6825014330,It would be beneficial to have more meetings.,ad
6824994112,Not today,no
6824978438,,
6824855721,,
6824781779,,
6824679108,,
6824676796,I wish I was a bit more social in reaching out to the contacts I've made,p
6824647615,,
6824622557,I really liked the award ceremony and the speakers at the event. It was really interesting to hear to them talk about their careers and how they got to where they are.,comp
6824577722,Nope,no
6824554686,,
6824465843,,
6824459930,,
6824444964,,
6824414914,,
6824405920,,
6824391618,,
6824371262,"The talk I had at my table was amazing and inspiring, I will never forget the supportive and amazing comments they made.",in
6824357073,,
6824281292,,
6824259393,,
6824180760,,
6824050860,,
6823978222,,
6823835651,This is an amazing program and I love your mission!,comp
6823826332,,
6823806190,,
6823763100,A truly amazing community! ,comp
6823758303,,
6823746379,,
6823745720,Thank you!,ty
6823743901,,
6823701394,,
6823687086,,
6823682772,I think it’s a really supportive and beneficial program,comp
6823680946,,
6823677942,,
6823664206,,
6823663001,Nope :) ,no
